ADDRESS,INTERSECTION,RECORDUDATE,RECORD_TIME,VEHICLE_TYPE,LICENSE,STATE,COUNTY,TRACT,BLOCK_GROUP
500 W ROOSEVELT ROAD,CANAL AND ROOSEVELT,9/15/2014,18:44:20,truck,PDL-651,17,031,841900,2
2800 N DAMEN AVENUE,DAMEN AND DIVERSEY,7/27/2014,04:39:22,sedan,FKE-078,17,031,051400,2
4800 W CHICAGO AVENUE,CICERO AND CHICAGO,9/23/2014,23:18:19,ambulance,GHB-354,17,031,251000,1
3216 W ADDISON ST,ELSTON AND ADDISON,9/28/2014,10:11:10,sedan,HBC-947,17,031,160800,2
6400 N SHERIDAN ROAD,BROADWAY/SHERIDAN AND DEVON,7/6/2014,23:42:20,ambulance,MVY-840,17,031,010503,1
4000 N CLARK STREET,CLARK AND IRVING PARK,8/19/2014,00:44:27,suv,LVC-913,17,031,060100,2
4700 S WESTERN AVENUE,4700 WESTERN,10/9/2014,15:06:55,ambulance,UPZ-116,17,031,842800,4
3600 N CICERO AVENUE,CICERO AND ADDISON,8/27/2014,18:20:24,truck,YZJ-109,17,031,150800,3
2400 N ASHLAND AVENUE,ASHLAND AND FULLERTON,9/2/2014,16:34:33,suv,KUY-307,17,031,070700,2
4400 W ROOSEVELT,ROOSEVELT AND KOSTNER,8/11/2014,03:59:23,truck,LNO-090,17,031,843000,2
9500 S JEFFERY AVE,JEFFERY AND 95TH,10/7/2014,00:17:32,emergency,MRU-170,17,031,510300,2
500 N COLUMBUS DRIVE,COLUMBUS AND ILLINOIS,7/15/2014,11:07:34,suv,TLT-267,17,031,081403,1
600 S CICERO AVENUE,CICERO AND HARRISON,9/15/2014,11:42:22,truck,EGL-140,17,031,831400,1
8700 S VINCENNES,87TH AND VINCENNES,10/15/2014,01:37:41,ambulance,RKP-508,17,031,711400,2
2000 W DIVISION,DIVISION AND DAMEN,9/27/2014,20:20:42,suv,UCA-982,17,031,241400,4
8300 S STONY ISLAND A,83RD AND STONY ISLAND,8/11/2014,04:42:32,emergency,LJS-176,17,031,834300,3
5100 S WESTERN BLVD,WESTERN AND 51ST,7/11/2014,03:05:05,truck,LOU-898,17,031,630600,2
4700 S WESTERN AVENUE,4700 WESTERN,8/23/2014,23:40:01,ambulance,JBK-835,17,031,842800,4
6800 N WESTERN AVENUE,WESTERN AND PRATT,7/18/2014,14:48:42,truck,NLF-023,17,031,020302,3
4000 W NORTH AVENUE,PULASKI AND NORTH,9/8/2014,07:45:45,sedan,PDU-998,17,031,230500,1
1600 W LAWRENCE AVENUE,ASHLAND AND LAWRENCE,8/8/2014,00:49:35,truck,VMV-671,17,031,031000,3
4000 N AUSTIN AVENUE,AUSTIN AND IRVING PARK,9/12/2014,03:17:25,sedan,UEY-689,17,031,150502,2
4000 W ARMITAGE AVENUE,PULASKI AND ARMITAGE,7/8/2014,08:11:00,emergency,VKT-520,17,031,200402,1
1900 N ASHLAND AVE,CORTLAND AND ASHLAND,7/7/2014,23:55:53,suv,SCU-679,17,031,832300,1
5500 S ASHLAND AVENUE,GARFIELD AND ASHLAND,9/24/2014,19:44:12,suv,YKN-413,17,031,670300,2
4800 W FULLERTON AVE,CICERO AND FULLERTON,7/25/2014,05:38:01,suv,AMO-958,17,031,190800,3
2600 S KEDZIE AVENUE,KEDZIE AND 26TH,7/28/2014,19:40:41,emergency,FPU-742,17,031,840800,1
3200 W ARMITAGE AVENUE,KEDZIE AND ARMITAGE,9/5/2014,21:15:04,emergency,NYL-706,17,031,221100,2
2000 N WESTERN AVENUE,WESTERN AND ARMITAGE,10/7/2014,22:07:56,suv,THE-144,17,031,221500,1
7600 S STONY ISLAND A,STONEY ISLAND AND 76TH,9/15/2014,06:39:20,police,CPI-881,17,031,834200,4
1600 W MADISON,ASHLAND AND MADISON,8/22/2014,12:07:33,suv,KRI-426,17,031,838100,2
4000 W ARMITAGE AVENUE,PULASKI AND ARMITAGE,7/7/2014,12:05:25,sedan,CMT-794,17,031,200402,1
4700 S ASHLAND AVENUE,ASHLAND AND 47TH,7/30/2014,00:43:49,sedan,RDZ-578,17,031,611300,1
4000 W FOSTER AVE,PULASKI AND FOSTER,7/18/2014,21:15:08,emergency,KSV-606,17,031,130200,1
4440 W LAWRENCE AVENUE,ELSTON AND LAWRENCE,7/30/2014,07:25:44,suv,MBA-462,17,031,140400,4
4000 N PULASKI ROAD,PULASKI AND IRVING PARK,7/31/2014,21:48:58,emergency,KPR-715,17,031,160300,2
7200 N WESTERN AVENUE,WESTERN AND TOUHY,7/11/2014,23:29:03,emergency,LLL-332,17,031,020200,2
6300 S KEDZIE AVE,KEDZIE AND 63RD,7/17/2014,16:29:30,emergency,ANZ-317,17,031,660500,1
5200 W FULLERTON AVENUE,LARAMIE AND FULLERTON,7/27/2014,14:04:31,ambulance,DOM-271,17,031,190702,3
2200 S WESTERN AVENUE,WESTERN AND CERMAK,10/2/2014,05:24:38,sedan,LJC-221,17,031,841300,2
3600 N WESTERN AVENUE,WESTERN AND ADDISON,8/25/2014,21:20:21,suv,JVH-935,17,031,843700,1
5600 W DIVERSEY AVENUE,CENTRAL AND DIVERSEY,7/22/2014,11:14:41,emergency,CHY-630,17,031,190402,2
7100 S WESTERN AVENUE,WESTERN AND 71ST,9/27/2014,01:40:45,police,HDN-892,17,031,661000,4
1900 N ASHLAND AVE,CORTLAND AND ASHLAND,10/9/2014,16:45:51,police,NLO-077,17,031,832300,1
3400 W NORTH AVE,HOMAN/KIMBALL AND NORTH,9/10/2014,00:38:29,emergency,FBH-914,17,031,230200,1
800 W NORTH AVENUE,HALSTED AND NORTH,9/10/2014,03:08:40,ambulance,NLT-316,17,031,832600,1
4000 N CLARK STREET,CLARK AND IRVING PARK,8/31/2014,03:08:52,sedan,JDY-163,17,031,060100,2
200 W GARFIELD BLVD,WENTWORTH AND GARFIELD,8/31/2014,14:41:27,sedan,JHY-938,17,031,835600,2
4800 W NORTH AVENUE,CICERO AND NORTH,9/18/2014,12:18:45,suv,CNZ-957,17,031,250200,2
3600 N ELSTON AVE,ELSTON AND ADDISON,10/12/2014,05:20:52,emergency,ACE-886,17,031,831100,1
6700 S CORNELL DRIVE,STONY ISLAND/CORNELL AND 67TH,7/2/2014,00:05:02,emergency,KCU-139,17,031,430200,5
5000 S ARCHER AVE,PULASKI AND ARCHER,7/9/2014,05:12:33,ambulance,FGF-436,17,031,570300,2
4800 N PULASKI ROAD,PULASKI AND LAWRENCE,9/17/2014,00:15:18,truck,CKN-573,17,031,140400,1
6400 N WESTERN AVENUE,WESTERN AND DEVON,7/27/2014,08:06:13,suv,TTM-553,17,031,020602,2
2800 W DIVERSEY,CALIFORNIA AND DIVERSEY,10/9/2014,00:14:04,truck,UKE-301,17,031,210800,1
7100 S COTTAGE GROVE,COTTAGE GROVE AND 71ST,8/11/2014,02:52:58,sedan,JFP-563,17,031,690900,1
1000 W HOLLYWOOD AVE,HOLLYWOOD AND SHERIDAN,7/29/2014,02:03:48,emergency,ISB-317,17,031,030604,3
2600 S KEDZIE AVENUE,KEDZIE AND 26TH,9/26/2014,03:26:26,emergency,CAA-165,17,031,840800,1
4800 W NORTH AVENUE,CICERO AND NORTH,9/23/2014,23:14:18,sedan,UER-473,17,031,250200,2
3100 S ARCHER AVENUE,ASHLAND AND ARCHER,8/24/2014,01:20:44,suv,JCF-290,17,031,840400,1
500 N COLUMBUS DRIVE,COLUMBUS AND ILLINOIS,7/14/2014,05:27:42,sedan,DVP-934,17,031,081403,1
2000 N CICERO AVENUE,CICERO AND ARMITAGE,7/5/2014,05:26:59,suv,HJH-328,17,031,191100,2
2000 W DIVISION,DIVISION AND DAMEN,7/18/2014,00:23:33,ambulance,VJS-525,17,031,241400,4
3200 N LAKESHORE DRIV,LAKE SHORE DR AND BELMONT,8/26/2014,18:54:57,ambulance,ZPO-049,17,031,061902,4
8300 S HALSTED STREET,HALSTED AND 83RD,9/19/2014,08:45:58,sedan,PSM-660,17,031,711000,2
4000 W NORTH AVENUE,PULASKI AND NORTH,8/2/2014,19:13:12,ambulance,ZTR-699,17,031,230500,1
7100 S KEDZIE AVENUE,KEDZIE AND 71ST,9/28/2014,11:30:13,truck,DSI-171,17,031,661100,4
4000 W NORTH AVENUE,PULASKI AND NORTH,9/13/2014,05:20:29,emergency,VUN-122,17,031,230500,1
1600 N WESTERN AVE,WESTERN AND NORTH,7/14/2014,13:32:50,suv,MDI-785,17,031,240600,1
2800 N CENTRAL AVENUE,CENTRAL AND DIVERSEY,9/3/2014,22:16:38,emergency,VRO-691,17,031,190402,2
6400 W DEVON AVENUE,MILWAUKEE AND DEVON,9/24/2014,10:49:03,sedan,SOK-879,17,031,100200,1
3600 N CICERO AVENUE,CICERO AND ADDISON,7/9/2014,02:50:29,sedan,GZT-066,17,031,150800,3
8300 S HALSTED STREET,HALSTED AND 83RD,9/27/2014,21:52:57,emergency,CKD-018,17,031,711000,2
8300 S HALSTED STREET,HALSTED AND 83RD,9/4/2014,06:42:23,sedan,MPL-160,17,031,711000,2
5500 S PULASKI,55TH and PULASKI,7/29/2014,08:19:11,emergency,LYT-468,17,031,620300,1
3400 W DIVERSEY AVENUE,KIMBALL AND DIVERSEY,8/28/2014,02:05:50,sedan,NCT-989,17,031,210602,2
2400 W ADDISON,WESTERN AND ADDISON,9/14/2014,17:57:43,suv,TNK-126,17,031,843700,1
7200 N WESTERN AVENUE,WESTERN AND TOUHY,8/8/2014,19:25:53,suv,LTD-390,17,031,020200,2
7432 W TOUHY AVENUE,TOUHY AND OSCEOLA,9/29/2014,20:45:48,truck,UPU-956,17,031,090100,2
300 N HAMLIN AVENUE,HAMLIN AND LAKE,8/16/2014,23:43:36,sedan,YAU-189,17,031,260100,1
800 W ROOSEVELT ROAD,ROOSEVELT AND HALSTED,8/4/2014,00:14:49,truck,JYK-292,17,031,841900,1
2400 W 63RD ST,WESTERN AND 63RD,9/29/2014,22:10:22,police,ERG-624,17,031,835000,2
7900 S STATE STREET,STATE AND 79TH,10/1/2014,18:54:18,truck,GRN-112,17,031,842400,2
7600 S STONY ISLAND A,STONEY ISLAND AND 76TH,10/7/2014,06:33:43,police,EOM-755,17,031,834200,4
0 N HAMLIN BOULEVARD,HAMLIN AND MADISON,10/28/2014,21:10:01,truck,KCB-906,,,,
8700 S VINCENNES,87TH AND VINCENNES,7/11/2014,06:45:39,ambulance,BTR-407,17,031,711400,2
2000 W DIVISION,DIVISION AND DAMEN,9/13/2014,22:00:46,police,JRF-548,17,031,241400,4
2600 S KEDZIE AVENUE,KEDZIE AND 26TH,9/5/2014,01:17:13,truck,ITL-074,17,031,840800,1
3600 N CICERO AVENUE,CICERO AND ADDISON,10/13/2014,11:41:42,ambulance,GAH-190,17,031,150800,3
4000 N CENTRAL AVENUE,CENTRAL AND IRVING PARK,7/3/2014,13:03:17,police,OIV-286,17,031,150402,1
3600 N CICERO AVENUE,CICERO AND ADDISON,10/4/2014,10:20:03,suv,GHD-589,17,031,150800,3
2400 W FOSTER AVE,WESTERN AND FOSTER,7/4/2014,12:09:25,ambulance,OTN-584,17,031,040201,1
2400 W 63RD ST,WESTERN AND 63RD,7/20/2014,02:11:42,ambulance,ITS-305,17,031,835000,2
5500 S PULASKI,55TH and PULASKI,8/1/2014,16:28:58,ambulance,CRU-214,17,031,620300,1
3200 W 31ST STREET,KEDZIE AND 31ST,9/2/2014,14:23:59,suv,TVJ-585,17,031,840800,2
5200 N ELSTON AVENUE,ELSTON AND FOSTER,8/16/2014,08:25:46,ambulance,EIZ-663,17,031,120400,2
2400 N HALSTED STREET,HALSTED AND FULLERTON,9/23/2014,18:26:14,police,UGF-079,17,031,070300,2
100 W CHICAGO AVENUE,CHICAGO AND CLARK,7/7/2014,12:54:37,emergency,RPO-118,17,031,081000,5
800 W 99TH ST,99TH AND HALSTED,8/13/2014,01:49:33,ambulance,MYO-462,17,031,730400,3
3500 S WESTERN,35TH AND WESTERN,9/9/2014,04:35:13,suv,GRD-696,17,031,840300,1
800 N WESTERN AVE,WESTERN AND CHICAGO,8/30/2014,14:13:22,emergency,BLV-823,17,031,242500,2
300 N HAMLIN AVENUE,HAMLIN AND LAKE,9/2/2014,14:17:35,police,IZY-011,17,031,260100,1
4000 W 55TH ST,55TH and PULASKI,10/9/2014,09:17:40,truck,TBA-634,17,031,620200,1
3000 W CHICAGO AVENUE,SACRAMENTO AND CHICAGO,9/5/2014,16:05:12,ambulance,NLC-098,17,031,836600,1
7100 S ASHLAND,71ST AND ASHLAND,10/4/2014,21:28:35,suv,VAO-496,17,031,672000,1
800 W 99TH ST,99TH AND HALSTED,7/21/2014,13:49:17,ambulance,IDY-963,17,031,730400,3
6300 S STATE ST,63RD AND STATE,7/8/2014,16:46:06,emergency,BTB-865,17,031,842500,1
800 W 119TH STREET,119TH AND HALSTED,8/24/2014,00:01:39,suv,MMN-586,17,031,530300,1
1 S HALSTED STREET,HALSTED AND MADISON,9/6/2014,19:32:49,police,TTR-095,17,031,281900,3
1600 W CORTLAND ST,CORTLAND AND ASHLAND,8/22/2014,22:56:27,ambulance,JYJ-048,17,031,832300,1
5200 N PULASKI RD,PULASKI AND FOSTER,8/15/2014,19:53:15,police,IFG-039,17,031,130200,1
5200 W IRVING PARK ROA,IRVING PARK AND LARAMIE,10/31/2014,13:49:51,emergency,BIP-606,,,,
4800 W ARMITAGE AVENUE,CICERO AND ARMITAGE,7/20/2014,04:36:26,sedan,FMZ-218,17,031,191100,2
6300 S DAMEN AVENUE,DAMEN AND 63RD,8/27/2014,17:10:45,sedan,NUD-552,17,031,671400,1
3200 N CENTRAL AVENUE,CENTRAL AND BELMONT,8/16/2014,01:21:34,truck,GCO-721,17,031,151200,2
140 W KINZIE,LASALLE AND KINZIE,7/17/2014,04:06:03,truck,OTD-407,17,031,081700,2
6400 N CALIFORNIA AVE,CALIFORNIA AND DEVON,7/1/2014,17:16:22,suv,HSD-225,17,031,020601,3
4000 W LAWRENCE AVENUE,PULASKI AND LAWRENCE,8/13/2014,11:49:28,police,NPG-440,17,031,140400,1
3200 W 63RD ST,KEDZIE AND 63RD,8/18/2014,21:42:59,police,VMG-865,17,031,660400,2
500 N COLUMBUS DRIVE,COLUMBUS AND ILLINOIS,10/10/2014,20:52:08,police,FFV-641,17,031,081403,1
3600 N CICERO AVENUE,CICERO AND ADDISON,8/1/2014,23:03:43,police,VIR-529,17,031,150800,3
200 W GARFIELD BLVD,WENTWORTH AND GARFIELD,7/14/2014,01:24:51,suv,YLE-328,17,031,835600,2
4000 W CHICAGO AVENUE,PULASKI AND CHICAGO,10/14/2014,13:21:09,ambulance,SZI-875,17,031,842100,5
3800 W MADISON STREET,HAMLIN AND MADISON,9/2/2014,14:41:53,emergency,CBT-444,17,031,260100,1
4700 S ASHLAND AVENUE,ASHLAND AND 47TH,7/21/2014,11:48:27,ambulance,MJL-274,17,031,611300,1
6300 S STATE ST,63RD AND STATE,9/20/2014,17:17:19,police,AYY-516,17,031,842500,1
2200 S PULASKI,CERMAK AND PULASKI,9/1/2014,12:31:59,emergency,FAJ-155,17,031,843400,1
5700 S CORNELL DRIVE,CORNELL DRIVE AND 57TH,8/13/2014,11:39:14,truck,BCL-861,17,031,411000,2
3200 W 47TH ST,KEDZIE AND 47TH,7/2/2014,17:50:25,ambulance,VJH-735,17,031,580400,3
2400 N CICERO AVE,CICERO AND FULLERTON,7/1/2014,23:27:37,ambulance,AAU-100,17,031,190800,3
4000 W IRVING PARK RD,PULASKI AND IRVING PARK,8/2/2014,01:21:22,suv,TPM-788,17,031,160300,2
3600 N CICERO AVENUE,CICERO AND ADDISON,7/4/2014,09:19:47,truck,NAB-107,17,031,150800,3
5200 N PULASKI RD,PULASKI AND FOSTER,10/14/2014,11:23:30,truck,KRK-711,17,031,130200,1
800 W 115TH STREET,115TH AND HALSTED,9/22/2014,21:32:05,truck,CTF-161,17,031,750600,1
3800 W MADISON STREET,HAMLIN AND MADISON,10/4/2014,03:31:00,sedan,HAN-322,17,031,260100,1
5200 S CICERO AVE,ARCHER AND CICERO,7/28/2014,11:12:23,suv,ICI-922,17,031,835200,1
6000 N CICERO AVENUE,CICERO AND PETERSON,7/9/2014,06:26:47,police,KNG-746,17,031,120200,4
9900 S HALSTED ST,99TH AND HALSTED,10/2/2014,10:44:35,emergency,RJZ-214,17,031,730600,3
1600 W IRVING PARK ROA,ASHLAND AND IRVING PARK,11/4/2014,14:43:00,emergency,JVF-502,,,,
6400 W IRVING PK,IRVING PARK AND NARRAGANSETT,8/26/2014,15:38:13,police,LMN-808,17,031,170100,1
5200 S CICERO AVE,ARCHER AND CICERO,9/30/2014,18:50:33,police,TYK-048,17,031,835200,1
4000 W ARMITAGE AVENUE,PULASKI AND ARMITAGE,10/15/2014,00:54:13,emergency,YHH-410,17,031,200402,1
3200 W 63RD ST,KEDZIE AND 63RD,8/13/2014,20:31:38,truck,HFB-579,17,031,660400,2
3400 W NORTH AVE,HOMAN/KIMBALL AND NORTH,8/4/2014,19:17:12,truck,DLM-036,17,031,230200,1
1200 N PULASKI ROAD,PULASKI AND DIVISION,9/5/2014,08:31:48,truck,GTE-830,17,031,230600,2
6400 N HARLEM AVE,HARLEM AND NORTHWEST HWY,8/9/2014,05:34:01,truck,NIU-213,17,031,090200,3
4800 W DIVERSEY AVENUE,CICERO AND DIVERSEY,9/10/2014,18:50:47,sedan,NVB-442,17,031,190200,4
2000 W DIVERSEY PARKWAY,DAMEN AND DIVERSEY,9/21/2014,02:21:35,ambulance,CNU-615,17,031,051400,2
800 W 99TH ST,99TH AND HALSTED,7/10/2014,09:56:24,sedan,RLZ-016,17,031,730400,3
4800 W NORTH AVENUE,CICERO AND NORTH,10/8/2014,03:00:33,police,YVC-593,17,031,250200,2
800 W 103RD STREET,HALSTED AND 103RD,8/9/2014,13:18:01,police,PTD-202,17,031,730600,3
4000 W CHICAGO AVENUE,PULASKI AND CHICAGO,9/23/2014,02:20:34,police,KFK-434,17,031,842100,5
200 W GARFIELD BLVD,WENTWORTH AND GARFIELD,9/26/2014,11:03:04,suv,GNJ-697,17,031,835600,2
4800 W NORTH AVENUE,CICERO AND NORTH,8/21/2014,00:16:01,sedan,GYL-328,17,031,250200,2
9500 S HALSTED STREET,HALSTED AND 95TH,7/16/2014,06:00:39,truck,UKZ-171,17,031,730400,1
6000 N PULASKI ROAD,PULASKI AND PETERSON,9/24/2014,04:41:51,ambulance,RUV-069,17,031,130200,1
9500 S JEFFERY AVE,JEFFERY AND 95TH,8/20/2014,23:45:32,sedan,RHO-779,17,031,510300,2
11900 S HALSTED,119TH AND HALSTED,8/20/2014,09:57:31,emergency,IBS-092,17,031,530400,1
3600 N WESTERN AVENUE,WESTERN AND ADDISON,9/21/2014,11:47:40,sedan,RPU-758,17,031,843700,1
4800 W HARRISON STREET,CICERO AND HARRISON,9/30/2014,11:16:11,police,UDN-879,17,031,252202,5
2400 N WESTERN AVENUE,WESTERN AND FULLERTON,7/27/2014,21:19:09,sedan,KAZ-215,17,031,830900,2
5200 N NAGLE,FOSTER AND NAGLE,8/28/2014,01:31:23,truck,OEJ-930,17,031,100600,2
2400 N HALSTED STREET,HALSTED AND FULLERTON,9/20/2014,17:37:45,suv,DEU-786,17,031,070300,2
4700 S WESTERN AVENUE,4700 WESTERN,8/25/2014,20:57:11,suv,CIC-858,17,031,842800,4
800 E 95TH STREET,COTTAGE GROVE AND 95TH,10/2/2014,12:48:40,police,AGD-226,17,031,470100,1
0 S CENTRAL AVENUE,MADISON AND CENTRAL,9/21/2014,13:21:39,emergency,VME-088,,,,
7600 S STONY ISLAND A,STONEY ISLAND AND 76TH,7/9/2014,18:05:35,emergency,NTM-880,17,031,834200,4
3900 S WESTERN BLVD,PERSHING AND WESTERN,7/21/2014,14:26:27,truck,EJI-677,17,031,580700,2
5200 N ELSTON AVENUE,ELSTON AND FOSTER,7/22/2014,08:12:10,police,TJN-672,17,031,120400,2
400 W BELMONT AVE,LAKE SHORE DR AND BELMONT,7/1/2014,20:49:21,sedan,IPO-715,17,031,061902,1
5500 S WESTERN AVE,55TH AND WESTERN,8/30/2014,23:23:05,suv,SKV-543,17,031,835100,1
6000 N CICERO AVENUE,CICERO AND PETERSON,10/12/2014,14:53:22,sedan,SHT-403,17,031,120200,4
500 N COLUMBUS DRIVE,COLUMBUS AND ILLINOIS,7/25/2014,11:30:53,suv,ZFR-325,17,031,081403,1
800 W NORTH AVENUE,HALSTED AND NORTH,9/29/2014,09:20:22,ambulance,RTU-180,17,031,832600,1
11500 S HALSTED STREE,115TH AND HALSTED,9/21/2014,06:50:22,ambulance,TMS-536,,,,
2400 W CERMAK ROAD,WESTERN AND CERMAK,10/15/2014,17:19:36,sedan,UTI-861,17,031,841200,2
9900 S HALSTED ST,99TH AND HALSTED,8/24/2014,07:55:01,suv,FZI-150,17,031,730600,3
4700 S ASHLAND AVENUE,ASHLAND AND 47TH,9/3/2014,00:47:50,emergency,PUR-215,17,031,611300,1
2400 W 55TH STREET,55TH AND WESTERN,8/31/2014,17:41:04,police,LOZ-494,17,031,630500,2
4000 W IRVING PARK RD,PULASKI AND IRVING PARK,7/8/2014,04:17:59,ambulance,HYD-394,17,031,160300,2
3200 W 71ST STREET,KEDZIE AND 71ST,9/9/2014,13:16:53,emergency,PVO-347,17,031,660900,3
3200 N LAKESHORE DRIV,LAKE SHORE DR AND BELMONT,9/4/2014,00:08:15,sedan,RPO-501,17,031,061902,4
1000 W HOLLYWOOD AVE,HOLLYWOOD AND SHERIDAN,9/29/2014,02:18:38,emergency,CRC-676,17,031,030604,3
5000 S ARCHER AVE,PULASKI AND ARCHER,7/23/2014,18:20:35,truck,VSG-504,17,031,570300,2
2800 N PULASKI ROAD,PULASKI AND DIVERSEY,7/28/2014,08:02:53,sedan,PHZ-219,17,031,210400,2
800 W NORTH AVENUE,HALSTED AND NORTH,8/2/2014,11:37:49,suv,ADC-101,17,031,832600,1
3200 W 79TH ST,79TH AND KEDZIE,9/14/2014,23:33:47,suv,VAO-427,17,031,700100,2
2800 N PULASKI ROAD,PULASKI AND DIVERSEY,7/1/2014,23:58:14,ambulance,JIU-463,17,031,210400,2
4800 W FULLERTON AVE,CICERO AND FULLERTON,7/7/2014,02:27:30,ambulance,CHH-985,17,031,190800,3
2800 N PULASKI ROAD,PULASKI AND DIVERSEY,10/1/2014,04:33:09,police,AEA-051,17,031,210400,2
6400 N WESTERN AVENUE,WESTERN AND DEVON,9/12/2014,14:09:07,police,VEE-620,17,031,020602,2
800 N CICERO AVENUE,CICERO AND CHICAGO,10/3/2014,04:08:48,police,TTP-416,17,031,251000,1
5200 W IRVING PARK ROA,IRVING PARK AND LARAMIE,11/5/2014,04:46:37,suv,CUN-533,,,,
4800 W CHICAGO AVENUE,CICERO AND CHICAGO,9/27/2014,11:24:54,sedan,VSL-112,17,031,251000,1
4700 S CICERO AVE,CICERO AND 47TH,8/8/2014,02:40:01,truck,PZA-941,17,031,560300,1
8300 S HALSTED STREET,HALSTED AND 83RD,8/6/2014,16:35:24,sedan,IIR-268,17,031,711000,2
800 W ROOSEVELT ROAD,ROOSEVELT AND HALSTED,9/6/2014,09:12:43,ambulance,OUK-823,17,031,841900,1
6800 N WESTERN AVENUE,WESTERN AND PRATT,9/10/2014,19:55:56,truck,ZLE-151,17,031,020302,3
5100 S WESTERN BLVD,WESTERN AND 51ST,8/28/2014,04:44:03,police,CNN-042,17,031,630600,2
4800 W PETERSON AVENUE,CICERO AND PETERSON,8/22/2014,07:44:14,truck,OGJ-683,17,031,120200,4
2200 S WESTERN AVENUE,WESTERN AND CERMAK,8/17/2014,21:36:11,truck,FLE-865,17,031,841300,2
3200 W ARMITAGE AVENUE,KEDZIE AND ARMITAGE,9/17/2014,21:44:25,emergency,RNB-325,17,031,221100,2
7432 W TOUHY AVENUE,TOUHY AND OSCEOLA,7/17/2014,07:46:37,emergency,JMM-608,17,031,090100,2
4000 W PETERSON AVENUE,PULASKI AND PETERSON,7/27/2014,07:48:28,ambulance,ECL-918,17,031,130200,1
800 W ROOSEVELT ROAD,ROOSEVELT AND HALSTED,8/18/2014,21:29:49,emergency,GFU-048,17,031,841900,1
6400 W FULLERTON AVENU,FULLERTON AND NARRAGANSETT,8/4/2014,22:09:05,ambulance,RIP-805,17,031,831500,1
4200 S CICERO AVENUE,CICERO AND I55,9/14/2014,08:11:27,emergency,GKM-968,17,031,560100,1
5600 W FULLERTON AVENU,CENTRAL AND FULLERTON,8/9/2014,09:10:02,suv,KEC-554,17,031,190602,2
6400 N WESTERN AVENUE,WESTERN AND DEVON,10/6/2014,08:46:17,suv,ZSG-394,17,031,020602,2
2400 N LARAMIE AVENUE,LARAMIE AND FULLERTON,9/11/2014,09:35:35,suv,TLK-500,17,031,190702,3
400 E 31ST STREET,31ST ST AND MARTIN LUTHER KING DRIVE,8/8/2014,06:32:46,police,HND-660,17,031,350100,1
6300 S PULASKI RD,PULASKI AND 63RD,9/28/2014,21:00:46,ambulance,NAJ-120,17,031,650301,3
2400 W CHICAGO AVE,WESTERN AND CHICAGO,8/9/2014,14:53:25,ambulance,SCZ-483,17,031,242500,2
7900 S STONEY ISLAND,STONEY ISLAND AND 79TH,8/13/2014,21:52:15,emergency,JBB-773,17,031,834300,6
2000 N KEDZIE AVENUE,KEDZIE AND ARMITAGE,7/20/2014,20:48:12,ambulance,KCL-421,17,031,221100,2
2200 S PULASKI,CERMAK AND PULASKI,10/10/2014,08:30:54,sedan,EAF-867,17,031,843400,1
2000 E 95TH ST,JEFFERY AND 95TH,8/21/2014,06:26:12,police,GMC-671,17,031,510300,2
800 W 111TH ST,111TH AND HALSTED,9/22/2014,02:30:20,suv,YRM-051,17,031,750100,1
6400 W DEVON AVENUE,MILWAUKEE AND DEVON,8/8/2014,18:00:37,police,IBU-825,17,031,100200,1
4400 W GRAND AVE,KOSTNER AND NORTH,10/3/2014,21:10:39,sedan,LJN-371,17,031,230500,2
6000 W DIVERSEY AVENUE,DIVERSEY AND AUSTIN,9/16/2014,18:55:46,emergency,TVA-738,17,031,190401,2
1600 N KOSTNER,KOSTNER AND NORTH,9/5/2014,15:06:33,sedan,DVU-235,17,031,230500,2
1600 W LAWRENCE AVENUE,ASHLAND AND LAWRENCE,7/4/2014,09:31:46,truck,NCY-889,17,031,031000,3
2348 S KOSTNER AVENUE,OGDEN AND KOSTNER,7/6/2014,13:45:51,ambulance,UTV-953,17,031,843400,1
6000 N PULASKI ROAD,PULASKI AND PETERSON,7/22/2014,20:19:53,truck,SYE-262,17,031,130200,1
2000 W DIVISION,DIVISION AND DAMEN,9/3/2014,18:46:16,ambulance,HDF-972,17,031,241400,4
3100 S ARCHER AVENUE,ASHLAND AND ARCHER,10/7/2014,16:09:16,emergency,UAS-909,17,031,840400,1
2000 W DIVISION,DIVISION AND DAMEN,7/13/2014,02:15:10,emergency,CNC-971,17,031,241400,4
1200 N PULASKI ROAD,PULASKI AND DIVISION,10/6/2014,08:41:04,ambulance,GTZ-724,17,031,230600,2
5600 W ADDISON STREET,CENTRAL AND ADDISON,8/15/2014,02:23:12,police,ZKR-377,17,031,150600,2
6000 N CICERO AVENUE,CICERO AND PETERSON,7/20/2014,10:06:09,police,AZJ-344,17,031,120200,4
3200 W ARMITAGE AVENUE,KEDZIE AND ARMITAGE,10/1/2014,09:17:45,sedan,OUZ-836,17,031,221100,2
300 N HAMLIN AVENUE,HAMLIN AND LAKE,7/25/2014,16:58:41,truck,TSL-575,17,031,260100,1
3200 N PULASKI RD,PULASKI AND BELMONT,7/23/2014,00:24:35,ambulance,GYH-157,17,031,161300,2
2800 N ASHLAND AVENUE,ASHLAND AND DIVERSEY,8/15/2014,04:46:13,sedan,AHA-630,17,031,062600,1
